section,text,clean_text,tokens,tokens_nostop
How to Request Extraordinary Access to EMED Building,"If you don’t have a card, you must use the intercom, identify yourself with the security team and they will open the door if your access has been granted.",if you dont have a card you must use the intercom identify yourself with the security team and they will open the door if your access has been granted,"['you', 'dont', 'have', 'card', 'you', 'must', 'use', 'the', 'intercom', 'identify', 'yourself', 'with', 'the', 'security', 'team', 'and', 'they', 'will', 'open', 'the', 'door', 'your', 'access', 'ha', 'been', 'granted']","['dont', 'card', 'must', 'use', 'intercom', 'identify', 'security', 'team', 'open', 'door', 'access', 'ha', 'granted']"
How to Request Extraordinary Access to EMED Building,Access will be deactivated upon verification of the end of the employment contract.,access will be deactivated upon verification of the end of the employment contract,"['access', 'will', 'deactivated', 'upon', 'verification', 'the', 'end', 'the', 'employment', 'contract']","['access', 'deactivated', 'upon', 'verification', 'end', 'employment', 'contract']"
How to Request Extraordinary Access to EMED Building,"Extraordinary access may also be granted, upon request, to other members of the EMED/ICVS community, including those without a contractual relationship with UMinho.",extraordinary access may also be granted upon request to other members of the emedicvs community including those without a contractual relationship with uminho,"['extraordinary', 'access', 'may', 'also', 'granted', 'upon', 'request', 'other', 'member', 'the', 'emedicvs', 'community', 'including', 'those', 'without', 'contractual', 'relationship', 'with', 'uminho']","['extraordinary', 'access', 'may', 'also', 'granted', 'upon', 'request', 'member', 'emedicvs', 'community', 'including', 'without', 'contractual', 'relationship', 'uminho']"
How to Request Extraordinary Access to EMED Building,Access to the Animal Facility follows the specific procedures defined for that facility.,access to the animal facility follows the specific procedures defined for that facility,"['access', 'the', 'animal', 'facility', 'follows', 'the', 'specific', 'procedure', 'defined', 'for', 'that', 'facility']","['access', 'animal', 'facility', 'follows', 'specific', 'procedure', 'defined', 'facility']"
How to Request Extraordinary Access to EMED Building,"How to Modify Your Vacation Plan (Research Fellows, Faculty, Staff)",how to modify your vacation plan research fellows faculty staff,"['how', 'modify', 'your', 'vacation', 'plan', 'research', 'fellow', 'faculty', 'staff']","['modify', 'vacation', 'plan', 'research', 'fellow', 'faculty', 'staff']"
Research Fellows,Vacation plans for research fellows do not require validation by central services. Approval should be arranged directly between the research fellow and their supervisor.,vacation plans for research fellows do not require validation by central services approval should be arranged directly between the research fellow and their supervisor,"['vacation', 'plan', 'for', 'research', 'fellow', 'not', 'require', 'validation', 'central', 'service', 'approval', 'should', 'arranged', 'directly', 'between', 'the', 'research', 'fellow', 'and', 'their', 'supervisor']","['vacation', 'plan', 'research', 'fellow', 'require', 'validation', 'central', 'service', 'approval', 'arranged', 'directly', 'research', 'fellow', 'supervisor']"
Research Fellows,Faculty/ Contracted Researchers,faculty contracted researchers,"['faculty', 'contracted', 'researcher']","['faculty', 'contracted', 'researcher']"
Research Fellows,"By default, and considering the academic break periods, faculty and researchers’ vacation days are scheduled to begin on the first working day of August. Any changes to the vacation plan must be submitted via Intranet UMinho.",by default and considering the academic break periods faculty and researchers vacation days are scheduled to begin on the first working day of august any changes to the vacation plan must be submitted via intranet uminho,"['default', 'and', 'considering', 'the', 'academic', 'break', 'period', 'faculty', 'and', 'researcher', 'vacation', 'day', 'are', 'scheduled', 'begin', 'the', 'first', 'working', 'day', 'august', 'any', 'change', 'the', 'vacation', 'plan', 'must', 'submitted', 'via', 'intranet', 'uminho']","['default', 'considering', 'academic', 'break', 'period', 'faculty', 'researcher', 'vacation', 'day', 'scheduled', 'begin', 'first', 'working', 'day', 'august', 'change', 'vacation', 'plan', 'must', 'submitted', 'via', 'intranet', 'uminho']"
Research Fellows,To change your vacation plan: Access the Intranet UMinho.,to change your vacation plan access the intranet uminho,"['change', 'your', 'vacation', 'plan', 'access', 'the', 'intranet', 'uminho']","['change', 'vacation', 'plan', 'access', 'intranet', 'uminho']"
Research Fellows,Navigate to: ÁREA DE TRABALHO → GESTÃO ADMINISTRATIVA → RECURSOS HUMANOS – nova versão → CONSULTA DE DADOS → PLANO DE FÉRIAS,navigate to rea de trabalho gesto administrativa recursos humanos nova verso consulta de dados plano de frias,"['navigate', 'rea', 'trabalho', 'gesto', 'administrativa', 'recursos', 'humanos', 'nova', 'verso', 'consulta', 'dado', 'plano', 'frias']","['navigate', 'rea', 'trabalho', 'gesto', 'administrativa', 'recursos', 'humanos', 'nova', 'verso', 'consulta', 'dado', 'plano', 'frias']"
Research Fellows,"Schedule your vacation days. Save (GRAVAR) and download the plan (Acrobat icon, upper right corner).",schedule your vacation days save gravar and download the plan acrobat icon upper right corner,"['schedule', 'your', 'vacation', 'day', 'save', 'gravar', 'and', 'download', 'the', 'plan', 'acrobat', 'icon', 'upper', 'right', 'corner']","['schedule', 'vacation', 'day', 'save', 'gravar', 'download', 'plan', 'acrobat', 'icon', 'upper', 'right', 'corner']"
Research Fellows,Authorization: changes in vacation plans require approval from your direct supervisor,authorization changes in vacation plans require approval from your direct supervisor,"['authorization', 'change', 'vacation', 'plan', 'require', 'approval', 'from', 'your', 'direct', 'supervisor']","['authorization', 'change', 'vacation', 'plan', 'require', 'approval', 'direct', 'supervisor']"
Research Fellows,"Send your vacation proposal by email to your supervisor: Contracted researchers: ICVS director Faculty: School Presidency Once approved, forward the authorized plan to recursoshumanos@med.uminho.pt",send your vacation proposal by email to your supervisor contracted researchers icvs director faculty school presidency once approved forward the authorized plan to recursoshumanosmeduminhopt,"['send', 'your', 'vacation', 'proposal', 'email', 'your', 'supervisor', 'contracted', 'researcher', 'icvs', 'director', 'faculty', 'school', 'presidency', 'once', 'approved', 'forward', 'the', 'authorized', 'plan', 'recursoshumanosmeduminhopt']","['send', 'vacation', 'proposal', 'email', 'supervisor', 'contracted', 'researcher', 'icvs', 'director', 'faculty', 'school', 'presidency', 'approved', 'forward', 'authorized', 'plan', 'recursoshumanosmeduminhopt']"
Research Fellows,Vacation plans are only considered approved in the Intranet after proper supervisor validation.,vacation plans are only considered approved in the intranet after proper supervisor validation,"['vacation', 'plan', 'are', 'only', 'considered', 'approved', 'the', 'intranet', 'after', 'proper', 'supervisor', 'validation']","['vacation', 'plan', 'considered', 'approved', 'intranet', 'proper', 'supervisor', 'validation']"
Research Fellows,Submit (SUBMETER) your vacation request on the Intranet following the same navigation steps.,submit submeter your vacation request on the intranet following the same navigation steps,"['submit', 'submeter', 'your', 'vacation', 'request', 'the', 'intranet', 'following', 'the', 'same', 'navigation', 'step']","['submit', 'submeter', 'vacation', 'request', 'intranet', 'following', 'navigation', 'step']"
Research Fellows,"Note: By law, at least one vacation period must include a minimum of 10 consecutive working days; weekends and public holidays are not counted toward this minimum.",note by law at least one vacation period must include a minimum of consecutive working days weekends and public holidays are not counted toward this minimum,"['note', 'law', 'least', 'one', 'vacation', 'period', 'must', 'include', 'minimum', 'consecutive', 'working', 'day', 'weekend', 'and', 'public', 'holiday', 'are', 'not', 'counted', 'toward', 'this', 'minimum']","['note', 'law', 'least', 'one', 'vacation', 'period', 'must', 'include', 'minimum', 'consecutive', 'working', 'day', 'weekend', 'public', 'holiday', 'counted', 'toward', 'minimum']"
Technical and Administrative Staff,Access the Intranet UMinho.,access the intranet uminho,"['access', 'the', 'intranet', 'uminho']","['access', 'intranet', 'uminho']"
Technical and Administrative Staff,Navigate to: ÁREA DE TRABALHO → GESTÃO ADMINISTRATIVA → RECURSOS HUMANOS – nova versão → CONSULTA DE DADOS → PLANO DE FÉRIAS,navigate to rea de trabalho gesto administrativa recursos humanos nova verso consulta de dados plano de frias,"['navigate', 'rea', 'trabalho', 'gesto', 'administrativa', 'recursos', 'humanos', 'nova', 'verso', 'consulta', 'dado', 'plano', 'frias']","['navigate', 'rea', 'trabalho', 'gesto', 'administrativa', 'recursos', 'humanos', 'nova', 'verso', 'consulta', 'dado', 'plano', 'frias']"
Technical and Administrative Staff,"Schedule your vacation days. Save (GRAVAR) and download the plan (Acrobat icon, upper right corner).",schedule your vacation days save gravar and download the plan acrobat icon upper right corner,"['schedule', 'your', 'vacation', 'day', 'save', 'gravar', 'and', 'download', 'the', 'plan', 'acrobat', 'icon', 'upper', 'right', 'corner']","['schedule', 'vacation', 'day', 'save', 'gravar', 'download', 'plan', 'acrobat', 'icon', 'upper', 'right', 'corner']"
Technical and Administrative Staff,"Authorization: all initial vacation plans, as well as any subsequent changes, require approval from your direct supervisor:",authorization all initial vacation plans as well as any subsequent changes require approval from your direct supervisor,"['authorization', 'all', 'initial', 'vacation', 'plan', 'well', 'any', 'subsequent', 'change', 'require', 'approval', 'from', 'your', 'direct', 'supervisor']","['authorization', 'initial', 'vacation', 'plan', 'well', 'subsequent', 'change', 'require', 'approval', 'direct', 'supervisor']"
Technical and Administrative Staff,"Send your vacation proposal by email to your direct supervisor. Once approved, forward the authorized plan to recursoshumanos@med.uminho.pt",send your vacation proposal by email to your direct supervisor once approved forward the authorized plan to recursoshumanosmeduminhopt,"['send', 'your', 'vacation', 'proposal', 'email', 'your', 'direct', 'supervisor', 'once', 'approved', 'forward', 'the', 'authorized', 'plan', 'recursoshumanosmeduminhopt']","['send', 'vacation', 'proposal', 'email', 'direct', 'supervisor', 'approved', 'forward', 'authorized', 'plan', 'recursoshumanosmeduminhopt']"
Technical and Administrative Staff,Vacation plans are only considered approved in the Intranet after proper supervisor validation.,vacation plans are only considered approved in the intranet after proper supervisor validation,"['vacation', 'plan', 'are', 'only', 'considered', 'approved', 'the', 'intranet', 'after', 'proper', 'supervisor', 'validation']","['vacation', 'plan', 'considered', 'approved', 'intranet', 'proper', 'supervisor', 'validation']"
Technical and Administrative Staff,Submit (SUBMETER) your vacation request on the Intranet following the same navigation steps.,submit submeter your vacation request on the intranet following the same navigation steps,"['submit', 'submeter', 'your', 'vacation', 'request', 'the', 'intranet', 'following', 'the', 'same', 'navigation', 'step']","['submit', 'submeter', 'vacation', 'request', 'intranet', 'following', 'navigation', 'step']"
Technical and Administrative Staff,Important: At least one vacation period must include 10 consecutive working days; weekends and public holidays do not count toward this minimum.,important at least one vacation period must include consecutive working days weekends and public holidays do not count toward this minimum,"['important', 'least', 'one', 'vacation', 'period', 'must', 'include', 'consecutive', 'working', 'day', 'weekend', 'and', 'public', 'holiday', 'not', 'count', 'toward', 'this', 'minimum']","['important', 'least', 'one', 'vacation', 'period', 'must', 'include', 'consecutive', 'working', 'day', 'weekend', 'public', 'holiday', 'count', 'toward', 'minimum']"
How to Access Your Payslips,Access the Intranet UMinho.,access the intranet uminho,"['access', 'the', 'intranet', 'uminho']","['access', 'intranet', 'uminho']"
How to Access Your Payslips,Navigate to: ÁREA DE TRABALHO → GESTÃO ADMINISTRATIVA → RECURSOS HUMANOS → ABONOS → RECIBOS DE VENCIMENTO,navigate to rea de trabalho gesto administrativa recursos humanos abonos recibos de vencimento,"['navigate', 'rea', 'trabalho', 'gesto', 'administrativa', 'recursos', 'humanos', 'abonos', 'recibos', 'vencimento']","['navigate', 'rea', 'trabalho', 'gesto', 'administrativa', 'recursos', 'humanos', 'abonos', 'recibos', 'vencimento']"
How to Access Your Payslips,Note: Any questions regarding the amounts shown on the payslip should be directed to the USRH Abonos services (abonos@usrh.uminho.pt).,note any questions regarding the amounts shown on the payslip should be directed to the usrh abonos services abonosusrhuminhopt,"['note', 'any', 'question', 'regarding', 'the', 'amount', 'shown', 'the', 'payslip', 'should', 'directed', 'the', 'usrh', 'abonos', 'service', 'abonosusrhuminhopt']","['note', 'question', 'regarding', 'amount', 'shown', 'payslip', 'directed', 'usrh', 'abonos', 'service', 'abonosusrhuminhopt']"
How to update your personal Information,Access the UMinho Intranet.,access the uminho intranet,"['access', 'the', 'uminho', 'intranet']","['access', 'uminho', 'intranet']"
How to update your personal Information,Navigate to: ÁREA DE TRABALHO → GESTÃO ADMINISTRATIVA → RECURSOS HUMANOS CONTRATAÇÃO → INFORMAÇÃO PESSOAL E PROFISSIONAL → DADOS PESSOAIS,navigate to rea de trabalho gesto administrativa recursos humanos contratao informao pessoal e profissional dados pessoais,"['navigate', 'rea', 'trabalho', 'gesto', 'administrativa', 'recursos', 'humanos', 'contratao', 'informao', 'pessoal', 'profissional', 'dado', 'pessoais']","['navigate', 'rea', 'trabalho', 'gesto', 'administrativa', 'recursos', 'humanos', 'contratao', 'informao', 'pessoal', 'profissional', 'dado', 'pessoais']"
How to update your personal Information,"Various parameters can be updated directly on the Intranet UMinho, such as identification document (replace and upload a new copy), IBAN (upload proof), contact information, and scientific details (author name, and identifiers).",various parameters can be updated directly on the intranet uminho such as identification document replace and upload a new copy iban upload proof contact information and scientific details author name and identifiers,"['various', 'parameter', 'can', 'updated', 'directly', 'the', 'intranet', 'uminho', 'such', 'identification', 'document', 'replace', 'and', 'upload', 'new', 'copy', 'iban', 'upload', 'proof', 'contact', 'information', 'and', 'scientific', 'detail', 'author', 'name', 'and', 'identifier']","['various', 'parameter', 'updated', 'directly', 'intranet', 'uminho', 'identification', 'document', 'replace', 'upload', 'new', 'copy', 'iban', 'upload', 'proof', 'contact', 'information', 'scientific', 'detail', 'author', 'name', 'identifier']"
How to update your personal Information,"Alternatively, updates may be submitted via docUM to USRH (see docUM FAQs for submission instructions), which requires completing Form 0026 along with the relevant supporting documents.",alternatively updates may be submitted via docum to usrh see docum faqs for submission instructions which requires completing form along with the relevant supporting documents,"['alternatively', 'update', 'may', 'submitted', 'via', 'docum', 'usrh', 'see', 'docum', 'faq', 'for', 'submission', 'instruction', 'which', 'requires', 'completing', 'form', 'along', 'with', 'the', 'relevant', 'supporting', 'document']","['alternatively', 'update', 'may', 'submitted', 'via', 'docum', 'usrh', 'see', 'docum', 'faq', 'submission', 'instruction', 'requires', 'completing', 'form', 'along', 'relevant', 'supporting', 'document']"
How to Update Your Financial Information,Access the Intranet UMinho.,access the intranet uminho,"['access', 'the', 'intranet', 'uminho']","['access', 'intranet', 'uminho']"
How to Update Your Financial Information,Navigate to: ÁREA DE TRABALHO → GESTÃO ADMINISTRATIVA → RECURSOS HUMANOS → CONTRATAÇÃO → INFORMAÇÃO PESSOAL E PROFISSIONAL → DADOS REMUNERATÓRIOS → ALTERAR DADOS IRS,navigate to rea de trabalho gesto administrativa recursos humanos contratao informao pessoal e profissional dados remuneratrios alterar dados irs,"['navigate', 'rea', 'trabalho', 'gesto', 'administrativa', 'recursos', 'humanos', 'contratao', 'informao', 'pessoal', 'profissional', 'dado', 'remuneratrios', 'alterar', 'dado', 'irs']","['navigate', 'rea', 'trabalho', 'gesto', 'administrativa', 'recursos', 'humanos', 'contratao', 'informao', 'pessoal', 'profissional', 'dado', 'remuneratrios', 'alterar', 'dado', 'irs']"
How to Update Your Financial Information,"Complete the update and attach the docUM-MOD-0090 – DECLARAÇÃO IRS form (attached). Alternatively, submit updates via docUM to USRH (see docUM FAQs), attaching the completed docUM-MOD-0090 – DECLARAÇÃO IRS form.",complete the update and attach the docummod declarao irs form attached alternatively submit updates via docum to usrh see docum faqs attaching the completed docummod declarao irs form,"['complete', 'the', 'update', 'and', 'attach', 'the', 'docummod', 'declarao', 'irs', 'form', 'attached', 'alternatively', 'submit', 'update', 'via', 'docum', 'usrh', 'see', 'docum', 'faq', 'attaching', 'the', 'completed', 'docummod', 'declarao', 'irs', 'form']","['complete', 'update', 'attach', 'docummod', 'declarao', 'irs', 'form', 'attached', 'alternatively', 'submit', 'update', 'via', 'docum', 'usrh', 'see', 'docum', 'faq', 'attaching', 'completed', 'docummod', 'declarao', 'irs', 'form']"
How to Update Your Financial Information,Update/correct attendance record,updatecorrect attendance record,"['updatecorrect', 'attendance', 'record']","['updatecorrect', 'attendance', 'record']"
How to Update Your Financial Information,"For technical and administrative staff members only, attendance regularization is done via the UMinho Intranet.",for technical and administrative staff members only attendance regularization is done via the uminho intranet,"['for', 'technical', 'and', 'administrative', 'staff', 'member', 'only', 'attendance', 'regularization', 'done', 'via', 'the', 'uminho', 'intranet']","['technical', 'administrative', 'staff', 'member', 'attendance', 'regularization', 'done', 'via', 'uminho', 'intranet']"
How to Update Your Financial Information,"After logging into the EMED Intranet, you will have access to a series of FAQs under the topic “EM Human Resources” that provide guidance on how to update and correct your attendance record.",after logging into the emed intranet you will have access to a series of faqs under the topic em human resources that provide guidance on how to update and correct your attendance record,"['after', 'logging', 'into', 'the', 'emed', 'intranet', 'you', 'will', 'have', 'access', 'series', 'faq', 'under', 'the', 'topic', 'human', 'resource', 'that', 'provide', 'guidance', 'how', 'update', 'and', 'correct', 'your', 'attendance', 'record']","['logging', 'emed', 'intranet', 'access', 'series', 'faq', 'topic', 'human', 'resource', 'provide', 'guidance', 'update', 'correct', 'attendance', 'record']"
Main Address,ICVS – Life and Health Sciences Research Institute,icvs life and health sciences research institute,"['icvs', 'life', 'and', 'health', 'science', 'research', 'institute']","['icvs', 'life', 'health', 'science', 'research', 'institute']"
Campus de Gualtar,4710-057 Braga,braga,['braga'],['braga']
General Inquiries,️ icvs.sec@med.uminho.pt  (+351) 253 604 967  https://icvs.uminho.pt Follow us!,icvssecmeduminhopt httpsicvsuminhopt follow us,"['icvssecmeduminhopt', 'httpsicvsuminhopt', 'follow']","['icvssecmeduminhopt', 'httpsicvsuminhopt', 'follow']"
Bluesky,Facebook – ICVS Instagram – @icvs.uminho,facebook icvs instagram icvsuminho,"['facebook', 'icvs', 'instagram', 'icvsuminho']","['facebook', 'icvs', 'instagram', 'icvsuminho']"
LinkedIn,X – @icvs_uminho,x icvsuminho,['icvsuminho'],['icvsuminho']
